               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.071068,            0.031179,            0.010843,             0.52368,                 0.5,             0.10084,            0.025051,            0.068138,             0.04969,            0.039124,           0.0069112,           0.0069112,           0.0069112
                 158,            0.063838,            0.040136,             0.01512,             0.54009,                0.25,             0.13796,            0.043083,            0.063517,            0.048302,            0.016217,           0.0068914,           0.0068914,           0.0068914
                 159,            0.084841,            0.028363,             0.01259,             0.54009,                0.25,             0.13796,            0.043083,            0.063517,            0.048302,            0.016217,           0.0068716,           0.0068716,           0.0068716
                 160,             0.10156,            0.039497,            0.017259,             0.61023,                0.25,              0.1823,            0.056982,            0.062749,            0.047265,           0.0098358,           0.0068518,           0.0068518,           0.0068518
                 161,             0.09683,            0.032538,            0.013767,             0.61023,                0.25,              0.1823,            0.056982,            0.062749,            0.047265,           0.0098358,            0.006832,            0.006832,            0.006832
                 162,            0.075188,            0.050149,            0.013368,             0.22005,             0.25558,             0.17426,            0.050609,            0.060254,            0.047992,           0.0090668,           0.0068122,           0.0068122,           0.0068122
                 163,            0.086028,            0.042891,            0.018354,             0.22005,             0.25558,             0.17426,            0.050609,            0.060254,            0.047992,           0.0090668,           0.0067924,           0.0067924,           0.0067924
                 164,            0.068807,            0.034086,            0.010567,             0.50235,             0.42262,             0.38935,            0.077485,            0.060546,            0.047812,           0.0087311,           0.0067726,           0.0067726,           0.0067726
                 165,            0.088404,             0.02794,            0.016807,             0.50235,             0.42262,             0.38935,            0.077485,            0.060546,            0.047812,           0.0087311,           0.0067528,           0.0067528,           0.0067528
                 166,            0.081774,             0.03427,            0.011725,            0.097914,              0.6369,             0.34531,            0.066029,            0.060725,            0.047895,             0.00849,            0.006733,            0.006733,            0.006733
                 167,            0.079394,            0.032001,             0.01414,            0.097914,              0.6369,             0.34531,            0.066029,            0.060725,            0.047895,             0.00849,           0.0067132,           0.0067132,           0.0067132
                 168,             0.08786,            0.035484,            0.011348,            0.098634,             0.29167,             0.21675,            0.039215,            0.059412,            0.049235,           0.0083893,           0.0066934,           0.0066934,           0.0066934
                 169,            0.085819,             0.03881,            0.016399,            0.098634,             0.29167,             0.21675,            0.039215,            0.059412,            0.049235,           0.0083893,           0.0066736,           0.0066736,           0.0066736
                 170,             0.08877,            0.039185,            0.012554,             0.10114,             0.14286,             0.13284,            0.029649,            0.059168,            0.048694,           0.0083344,           0.0066538,           0.0066538,           0.0066538
                 171,            0.068279,            0.035323,            0.011946,             0.10114,             0.14286,             0.13284,            0.029649,            0.059168,            0.048694,           0.0083344,            0.006634,            0.006634,            0.006634
                 172,            0.073883,            0.045968,            0.011192,             0.14432,             0.16667,             0.15676,            0.038801,            0.058095,            0.048071,           0.0082245,           0.0066142,           0.0066142,           0.0066142
                 173,            0.096129,            0.042827,            0.010697,             0.14432,             0.16667,             0.15676,            0.038801,            0.058095,            0.048071,           0.0082245,           0.0065944,           0.0065944,           0.0065944
                 174,            0.071612,            0.033802,            0.012453,             0.70575,             0.16667,             0.17207,            0.048224,            0.058389,            0.048022,           0.0082764,           0.0065746,           0.0065746,           0.0065746
                 175,            0.077724,            0.032136,            0.012762,             0.70575,             0.16667,             0.17207,            0.048224,            0.058389,            0.048022,           0.0082764,           0.0065548,           0.0065548,           0.0065548
                 176,             0.07367,            0.036733,            0.012079,             0.20267,              0.2619,             0.19272,            0.053155,            0.055859,            0.046458,           0.0093903,            0.006535,            0.006535,            0.006535
                 177,            0.068325,            0.029989,            0.010976,             0.20267,              0.2619,             0.19272,            0.053155,            0.055859,            0.046458,           0.0093903,           0.0065152,           0.0065152,           0.0065152
                 178,            0.089768,            0.032093,            0.014135,             0.23905,              0.2619,             0.23738,            0.062523,             0.05662,            0.046753,             0.00961,           0.0064954,           0.0064954,           0.0064954
                 179,            0.072387,            0.028895,            0.010515,             0.23905,              0.2619,             0.23738,            0.062523,             0.05662,            0.046753,             0.00961,           0.0064756,           0.0064756,           0.0064756
                 180,            0.077696,            0.030765,            0.010127,             0.23388,              0.2381,             0.20059,            0.060268,            0.058047,            0.046297,           0.0095337,           0.0064558,           0.0064558,           0.0064558
                 181,            0.089307,            0.030232,            0.010259,             0.23388,              0.2381,             0.20059,            0.060268,            0.058047,            0.046297,           0.0095337,            0.006436,            0.006436,            0.006436
                 182,            0.082217,            0.033687,             0.01004,              0.2162,             0.21429,             0.20674,            0.055422,            0.057412,            0.047123,            0.010397,           0.0064162,           0.0064162,           0.0064162
                 183,             0.08727,            0.037508,            0.016827,              0.2162,             0.21429,             0.20674,            0.055422,            0.057412,            0.047123,            0.010397,           0.0063964,           0.0063964,           0.0063964
                 184,            0.071124,             0.03298,               0.014,             0.18252,             0.19048,             0.17174,            0.041114,            0.058518,            0.046561,            0.010059,           0.0063766,           0.0063766,           0.0063766
                 185,            0.066631,            0.031216,            0.017865,             0.18252,             0.19048,             0.17174,            0.041114,            0.058518,            0.046561,            0.010059,           0.0063568,           0.0063568,           0.0063568
                 186,            0.073239,            0.029414,           0.0099459,             0.13148,             0.17861,             0.12622,            0.036479,            0.058913,            0.046839,            0.011053,            0.006337,            0.006337,            0.006337
                 187,            0.080199,            0.035134,             0.01442,             0.13148,             0.17861,             0.12622,            0.036479,            0.058913,            0.046839,            0.011053,           0.0063172,           0.0063172,           0.0063172
                 188,            0.096107,            0.042001,            0.024503,               0.117,             0.21429,             0.11042,            0.036691,            0.057399,            0.046919,            0.010501,           0.0062974,           0.0062974,           0.0062974
                 189,             0.07755,            0.029162,            0.010134,               0.117,             0.21429,             0.11042,            0.036691,            0.057399,            0.046919,            0.010501,           0.0062776,           0.0062776,           0.0062776
                 190,            0.069193,            0.031941,           0.0095507,             0.15627,              0.2619,             0.19992,            0.058537,            0.055936,            0.046077,           0.0088287,           0.0062578,           0.0062578,           0.0062578
                 191,            0.081332,            0.032875,            0.010981,             0.15627,              0.2619,             0.19992,            0.058537,            0.055936,            0.046077,           0.0088287,            0.006238,            0.006238,            0.006238
                 192,            0.073749,            0.032598,             0.01275,             0.18873,             0.41071,             0.18176,            0.051562,            0.055793,            0.045694,           0.0089661,           0.0062182,           0.0062182,           0.0062182
                 193,            0.075081,            0.044467,            0.012657,             0.18873,             0.41071,             0.18176,            0.051562,            0.055793,            0.045694,           0.0089661,           0.0061984,           0.0061984,           0.0061984
                 194,            0.065784,            0.028902,            0.012775,             0.18288,              0.3631,             0.18828,            0.049565,            0.056214,            0.044722,           0.0094971,           0.0061786,           0.0061786,           0.0061786
                 195,            0.070223,            0.039068,            0.010435,             0.18288,              0.3631,             0.18828,            0.049565,            0.056214,            0.044722,           0.0094971,           0.0061588,           0.0061588,           0.0061588
                 196,            0.066892,            0.034115,            0.011734,             0.16492,              0.3631,             0.16225,             0.04521,            0.056035,            0.044833,            0.010626,            0.006139,            0.006139,            0.006139
                 197,             0.07005,            0.039718,            0.013303,             0.16492,              0.3631,             0.16225,             0.04521,            0.056035,            0.044833,            0.010626,           0.0061192,           0.0061192,           0.0061192
                 198,            0.056982,            0.030221,           0.0097714,              0.1645,             0.32686,             0.25239,            0.064423,            0.055209,             0.04448,            0.010544,           0.0060994,           0.0060994,           0.0060994
                 199,            0.074165,            0.031624,            0.010116,              0.1645,             0.32686,             0.25239,            0.064423,            0.055209,             0.04448,            0.010544,           0.0060796,           0.0060796,           0.0060796
                 200,            0.080971,            0.035005,               0.011,             0.22034,             0.33929,              0.2524,            0.050912,            0.054839,              0.0447,            0.011304,           0.0060598,           0.0060598,           0.0060598
                 201,            0.070942,            0.030006,            0.011373,             0.22034,             0.33929,              0.2524,            0.050912,            0.054839,              0.0447,            0.011304,             0.00604,             0.00604,             0.00604
                 202,            0.084345,            0.035174,           0.0098959,             0.32701,             0.55952,             0.32589,            0.065141,             0.05437,             0.04439,           0.0090912,           0.0060202,           0.0060202,           0.0060202
                 203,            0.062245,            0.029658,           0.0099322,             0.32701,             0.55952,             0.32589,            0.065141,             0.05437,             0.04439,           0.0090912,           0.0060004,           0.0060004,           0.0060004
                 204,            0.095415,            0.063867,              0.0108,             0.30512,             0.57763,             0.40516,            0.086901,            0.052696,            0.043629,           0.0073395,           0.0059806,           0.0059806,           0.0059806
                 205,            0.070974,            0.031878,           0.0092156,             0.30512,             0.57763,             0.40516,            0.086901,            0.052696,            0.043629,           0.0073395,           0.0059608,           0.0059608,           0.0059608
                 206,            0.063736,            0.027345,           0.0074886,              0.4063,             0.70833,             0.49956,             0.10699,            0.052572,            0.042468,           0.0069611,            0.005941,            0.005941,            0.005941
                 207,            0.079949,            0.034256,           0.0082534,              0.4063,             0.70833,             0.49956,             0.10699,            0.052572,            0.042468,           0.0069611,           0.0059212,           0.0059212,           0.0059212
                 208,            0.080183,              0.0481,            0.011672,             0.35636,             0.68452,             0.42161,            0.082537,            0.054543,            0.040901,           0.0066742,           0.0059014,           0.0059014,           0.0059014
                 209,             0.08509,             0.02943,           0.0083945,             0.35636,             0.68452,             0.42161,            0.082537,            0.054543,            0.040901,           0.0066742,           0.0058816,           0.0058816,           0.0058816
                 210,            0.060814,            0.033165,           0.0090437,             0.39363,             0.66071,             0.42421,             0.12214,            0.054091,            0.040748,           0.0066437,           0.0058618,           0.0058618,           0.0058618
                 211,            0.084529,            0.034525,            0.014226,             0.39363,             0.66071,             0.42421,             0.12214,            0.054091,            0.040748,           0.0066437,            0.005842,            0.005842,            0.005842
                 212,            0.069961,            0.034645,           0.0085648,             0.46501,             0.59187,             0.48528,             0.16024,            0.054446,             0.04068,           0.0065277,           0.0058222,           0.0058222,           0.0058222
                 213,             0.06667,            0.033629,            0.012966,             0.46501,             0.59187,             0.48528,             0.16024,            0.054446,             0.04068,           0.0065277,           0.0058024,           0.0058024,           0.0058024
                 214,            0.062566,            0.033054,           0.0098152,             0.61607,             0.52186,              0.5337,               0.103,            0.054353,            0.040556,           0.0063034,           0.0057826,           0.0057826,           0.0057826
                 215,            0.074359,            0.033347,           0.0083847,             0.61607,             0.52186,              0.5337,               0.103,            0.054353,            0.040556,           0.0063034,           0.0057628,           0.0057628,           0.0057628
                 216,            0.079845,            0.031158,            0.014703,             0.32088,             0.73214,             0.44197,            0.080347,             0.05442,            0.040522,           0.0066467,            0.005743,            0.005743,            0.005743
                 217,            0.077687,            0.031622,            0.010195,             0.32088,             0.73214,             0.44197,            0.080347,             0.05442,            0.040522,           0.0066467,           0.0057232,           0.0057232,           0.0057232
                 218,            0.074238,            0.030616,             0.01247,             0.21608,             0.55952,             0.24427,            0.069824,            0.054396,            0.040438,           0.0061951,           0.0057034,           0.0057034,           0.0057034
                 219,            0.081759,            0.033616,           0.0092744,             0.21608,             0.55952,             0.24427,            0.069824,            0.054396,            0.040438,           0.0061951,           0.0056836,           0.0056836,           0.0056836
                 220,            0.072284,             0.03431,            0.013172,             0.27305,             0.55952,             0.25343,            0.059312,            0.053886,            0.040851,           0.0061951,           0.0056638,           0.0056638,           0.0056638
                 221,            0.065572,            0.034283,            0.008579,             0.27305,             0.55952,             0.25343,            0.059312,            0.053886,            0.040851,           0.0061951,            0.005644,            0.005644,            0.005644
                 222,            0.083238,            0.035696,           0.0091591,             0.27196,             0.57737,             0.26531,             0.06094,            0.051569,            0.041866,           0.0065063,           0.0056242,           0.0056242,           0.0056242
                 223,            0.067121,            0.031024,           0.0083292,             0.27196,             0.57737,             0.26531,             0.06094,            0.051569,            0.041866,           0.0065063,           0.0056044,           0.0056044,           0.0056044
                 224,            0.077576,            0.031458,            0.015756,             0.17666,             0.47655,              0.2006,            0.049771,            0.051708,            0.041979,           0.0070068,           0.0055846,           0.0055846,           0.0055846
                 225,            0.062476,            0.036187,           0.0078969,             0.17666,             0.47655,              0.2006,            0.049771,            0.051708,            0.041979,           0.0070068,           0.0055648,           0.0055648,           0.0055648
                 226,            0.071797,            0.029416,             0.01161,              0.1897,             0.45833,              0.2274,            0.056076,             0.05189,            0.041925,           0.0072784,            0.005545,            0.005545,            0.005545
                 227,            0.053924,            0.025205,           0.0084513,              0.1897,             0.45833,              0.2274,            0.056076,             0.05189,            0.041925,           0.0072784,           0.0055252,           0.0055252,           0.0055252
                 228,            0.074885,             0.04369,             0.01099,             0.32751,             0.53571,             0.29743,            0.065429,            0.050748,            0.042603,           0.0068115,           0.0055054,           0.0055054,           0.0055054
                 229,            0.060532,            0.028952,            0.010788,             0.32751,             0.53571,             0.29743,            0.065429,            0.050748,            0.042603,           0.0068115,           0.0054856,           0.0054856,           0.0054856
                 230,            0.067556,            0.038451,            0.012581,             0.35501,             0.46026,             0.29359,            0.083382,            0.050895,            0.042695,           0.0067902,           0.0054658,           0.0054658,           0.0054658
                 231,            0.089142,             0.03357,            0.011989,             0.35501,             0.46026,             0.29359,            0.083382,            0.050895,            0.042695,           0.0067902,            0.005446,            0.005446,            0.005446
                 232,            0.070125,            0.035184,           0.0082738,             0.38106,               0.523,             0.34213,            0.086314,            0.052296,            0.042428,            0.006955,           0.0054262,           0.0054262,           0.0054262
                 233,            0.066655,             0.04209,            0.011662,             0.38106,               0.523,             0.34213,            0.086314,            0.052296,            0.042428,            0.006955,           0.0054064,           0.0054064,           0.0054064
                 234,            0.069303,             0.03838,           0.0089401,             0.22134,             0.29167,             0.28068,             0.11272,            0.052217,            0.042744,           0.0068604,           0.0053866,           0.0053866,           0.0053866
                 235,            0.054441,            0.031702,           0.0088947,             0.22134,             0.29167,             0.28068,             0.11272,            0.052217,            0.042744,           0.0068604,           0.0053668,           0.0053668,           0.0053668
                 236,            0.055801,            0.022573,           0.0077605,             0.43006,             0.39286,             0.33121,            0.091937,            0.051047,            0.042828,           0.0072784,            0.005347,            0.005347,            0.005347
                 237,            0.083717,            0.030681,            0.010817,             0.43006,             0.39286,             0.33121,            0.091937,            0.051047,            0.042828,           0.0072784,           0.0053272,           0.0053272,           0.0053272
                 238,            0.060759,            0.030248,           0.0081739,             0.51989,              0.4881,             0.42082,            0.096469,            0.050624,            0.043166,           0.0066559,           0.0053074,           0.0053074,           0.0053074
                 239,            0.067282,            0.040231,            0.010604,             0.51989,              0.4881,             0.42082,            0.096469,            0.050624,            0.043166,           0.0066559,           0.0052876,           0.0052876,           0.0052876
                 240,             0.06434,            0.032237,           0.0074048,             0.32002,             0.31548,             0.27904,            0.088155,            0.051406,             0.04249,           0.0063477,           0.0052678,           0.0052678,           0.0052678
                 241,            0.074851,            0.037296,           0.0090144,             0.32002,             0.31548,             0.27904,            0.088155,            0.051406,             0.04249,           0.0063477,            0.005248,            0.005248,            0.005248
                 242,            0.073707,             0.03748,           0.0088243,             0.56556,             0.41667,             0.43212,              0.1173,             0.05207,            0.042731,           0.0062225,           0.0052282,           0.0052282,           0.0052282
                 243,            0.054304,            0.030582,           0.0072426,             0.56556,             0.41667,             0.43212,              0.1173,             0.05207,            0.042731,           0.0062225,           0.0052084,           0.0052084,           0.0052084
                 244,            0.075634,            0.053973,            0.011341,             0.56032,             0.45828,             0.46998,             0.17138,            0.051426,            0.042587,           0.0061157,           0.0051886,           0.0051886,           0.0051886
                 245,            0.078041,            0.037079,           0.0071741,             0.56032,             0.45828,             0.46998,             0.17138,            0.051426,            0.042587,           0.0061157,           0.0051688,           0.0051688,           0.0051688
                 246,            0.057753,            0.028168,           0.0067412,             0.67537,             0.44765,             0.48969,             0.16634,            0.050865,            0.042728,           0.0059464,            0.005149,            0.005149,            0.005149
                 247,            0.059568,            0.033028,           0.0065912,             0.67537,             0.44765,             0.48969,             0.16634,            0.050865,            0.042728,           0.0059464,           0.0051292,           0.0051292,           0.0051292
                 248,            0.089296,            0.032701,            0.012374,             0.57662,             0.44048,             0.45664,             0.10516,            0.052269,            0.042614,           0.0071014,           0.0051094,           0.0051094,           0.0051094
                 249,            0.070688,            0.037233,           0.0099271,             0.57662,             0.44048,             0.45664,             0.10516,            0.052269,            0.042614,           0.0071014,           0.0050896,           0.0050896,           0.0050896
                 250,            0.073869,            0.031841,           0.0081969,             0.54738,             0.44048,             0.53365,             0.14634,            0.052021,            0.043182,           0.0080627,           0.0050698,           0.0050698,           0.0050698
                 251,            0.057853,            0.028202,           0.0080363,             0.54738,             0.44048,             0.53365,             0.14634,            0.052021,            0.043182,           0.0080627,             0.00505,             0.00505,             0.00505
                 252,            0.076712,            0.044171,           0.0091885,             0.34873,             0.33929,             0.29639,            0.087933,            0.053192,             0.04332,           0.0091187,           0.0050302,           0.0050302,           0.0050302
                 253,             0.05896,            0.036515,            0.008137,             0.34873,             0.33929,             0.29639,            0.087933,            0.053192,             0.04332,           0.0091187,           0.0050104,           0.0050104,           0.0050104
                 254,             0.07648,            0.028256,           0.0065997,             0.40999,             0.42272,             0.38441,            0.099539,            0.053062,            0.043011,           0.0090973,           0.0049906,           0.0049906,           0.0049906
                 255,            0.077893,            0.031689,            0.010691,             0.40999,             0.42272,             0.38441,            0.099539,            0.053062,            0.043011,           0.0090973,           0.0049708,           0.0049708,           0.0049708
                 256,            0.061082,            0.040438,           0.0090287,             0.39003,              0.3631,             0.32901,            0.088152,            0.052433,            0.043228,           0.0089325,            0.004951,            0.004951,            0.004951
                 257,            0.080315,            0.037904,            0.011682,             0.39003,              0.3631,             0.32901,            0.088152,            0.052433,            0.043228,           0.0089325,           0.0049312,           0.0049312,           0.0049312
                 258,            0.076708,             0.02293,           0.0084269,              0.3991,             0.33929,             0.28615,             0.08584,            0.052242,            0.043587,           0.0093628,           0.0049114,           0.0049114,           0.0049114
                 259,            0.066709,            0.038165,            0.013382,              0.3991,             0.33929,             0.28615,             0.08584,            0.052242,            0.043587,           0.0093628,           0.0048916,           0.0048916,           0.0048916
                 260,            0.060009,            0.024375,           0.0092431,             0.43236,             0.29167,             0.29541,            0.087387,            0.055167,            0.043278,           0.0096466,           0.0048718,           0.0048718,           0.0048718
                 261,            0.078244,            0.032948,           0.0093655,             0.43236,             0.29167,             0.29541,            0.087387,            0.055167,            0.043278,           0.0096466,            0.004852,            0.004852,            0.004852
                 262,            0.066318,            0.031222,           0.0076016,             0.30809,              0.3631,             0.25563,            0.093558,             0.05381,            0.043563,           0.0089569,           0.0048322,           0.0048322,           0.0048322
                 263,            0.079779,            0.038109,           0.0063131,             0.30809,              0.3631,             0.25563,            0.093558,             0.05381,            0.043563,           0.0089569,           0.0048124,           0.0048124,           0.0048124
                 264,            0.081627,            0.028576,           0.0072415,             0.40174,             0.26786,             0.32412,             0.10079,            0.051385,            0.044108,           0.0072388,           0.0047926,           0.0047926,           0.0047926
                 265,            0.076517,             0.03337,            0.008551,             0.40174,             0.26786,             0.32412,             0.10079,            0.051385,            0.044108,           0.0072388,           0.0047728,           0.0047728,           0.0047728
                 266,             0.07644,            0.031962,           0.0079764,             0.40726,             0.26786,             0.31161,             0.12665,            0.051667,            0.043032,           0.0053955,            0.004753,            0.004753,            0.004753
                 267,            0.074638,            0.029066,           0.0084395,             0.40726,             0.26786,             0.31161,             0.12665,            0.051667,            0.043032,           0.0053955,           0.0047332,           0.0047332,           0.0047332
                 268,            0.069659,            0.026715,            0.016987,               0.301,             0.29167,             0.23786,             0.10603,            0.051831,            0.042425,           0.0053406,           0.0047134,           0.0047134,           0.0047134
                 269,            0.081607,            0.038693,           0.0095745,               0.301,             0.29167,             0.23786,             0.10603,            0.051831,            0.042425,           0.0053406,           0.0046936,           0.0046936,           0.0046936
                 270,            0.074653,            0.048559,           0.0088543,             0.37394,             0.31548,             0.22549,            0.087803,            0.052604,            0.041932,           0.0054474,           0.0046738,           0.0046738,           0.0046738
                 271,            0.071236,            0.030053,           0.0078366,             0.37394,             0.31548,             0.22549,            0.087803,            0.052604,            0.041932,           0.0054474,            0.004654,            0.004654,            0.004654
                 272,            0.064896,            0.039162,           0.0064627,             0.32748,             0.26786,             0.21798,            0.096578,            0.051476,            0.041856,           0.0057053,           0.0046342,           0.0046342,           0.0046342
                 273,            0.063009,             0.03487,           0.0053452,             0.32748,             0.26786,             0.21798,            0.096578,            0.051476,            0.041856,           0.0057053,           0.0046144,           0.0046144,           0.0046144
                 274,            0.071942,            0.038812,           0.0077765,              0.3239,             0.55952,             0.31611,            0.099947,            0.050656,            0.041667,           0.0058868,           0.0045946,           0.0045946,           0.0045946
                 275,            0.069324,            0.042293,            0.008099,              0.3239,             0.55952,             0.31611,            0.099947,            0.050656,            0.041667,           0.0058868,           0.0045748,           0.0045748,           0.0045748
                 276,            0.068925,            0.034786,           0.0075362,             0.42069,             0.48093,             0.44185,             0.12415,            0.051184,            0.040854,           0.0066223,            0.004555,            0.004555,            0.004555
                 277,            0.071499,            0.030837,           0.0092101,             0.42069,             0.48093,             0.44185,             0.12415,            0.051184,            0.040854,           0.0066223,           0.0045352,           0.0045352,           0.0045352
                 278,            0.067007,             0.02714,           0.0079279,             0.46835,             0.59489,             0.48952,             0.16078,            0.049549,            0.041849,           0.0070679,           0.0045154,           0.0045154,           0.0045154
                 279,            0.060753,            0.033759,            0.008965,             0.46835,             0.59489,             0.48952,             0.16078,            0.049549,            0.041849,           0.0070679,           0.0044956,           0.0044956,           0.0044956
                 280,            0.080012,             0.03086,           0.0078916,             0.28904,             0.58333,             0.27983,             0.10958,            0.049804,            0.041799,           0.0065521,           0.0044758,           0.0044758,           0.0044758
                 281,            0.082879,            0.036087,           0.0087005,             0.28904,             0.58333,             0.27983,             0.10958,            0.049804,            0.041799,           0.0065521,            0.004456,            0.004456,            0.004456
                 282,             0.07128,            0.032044,           0.0094916,             0.26228,             0.45833,             0.29655,            0.097812,            0.051077,            0.041779,           0.0058395,           0.0044362,           0.0044362,           0.0044362
                 283,            0.064368,            0.026951,           0.0053688,             0.26228,             0.45833,             0.29655,            0.097812,            0.051077,            0.041779,           0.0058395,           0.0044164,           0.0044164,           0.0044164
                 284,            0.069588,            0.030607,           0.0062964,             0.47571,              0.5119,             0.45659,              0.1195,            0.050203,            0.042232,           0.0052444,           0.0043966,           0.0043966,           0.0043966
                 285,            0.053747,            0.025255,            0.012887,             0.47571,              0.5119,             0.45659,              0.1195,            0.050203,            0.042232,           0.0052444,           0.0043768,           0.0043768,           0.0043768
                 286,            0.064095,            0.028325,           0.0096964,             0.25832,             0.58333,             0.28687,            0.077949,            0.050328,            0.042591,           0.0048965,            0.004357,            0.004357,            0.004357
                 287,            0.062963,            0.052203,           0.0077306,             0.25832,             0.58333,             0.28687,            0.077949,            0.050328,            0.042591,           0.0048965,           0.0043372,           0.0043372,           0.0043372
                 288,            0.080665,            0.032729,           0.0064313,              0.1194,             0.30952,             0.23383,            0.063266,             0.05067,            0.042179,            0.004776,           0.0043174,           0.0043174,           0.0043174
                 289,             0.06589,            0.030411,           0.0050718,              0.1194,             0.30952,             0.23383,            0.063266,             0.05067,            0.042179,            0.004776,           0.0042976,           0.0042976,           0.0042976
                 290,            0.076729,            0.037405,           0.0066298,              0.7375,             0.19048,               0.232,            0.066814,             0.05045,            0.042217,           0.0045471,           0.0042778,           0.0042778,           0.0042778
                 291,            0.067351,            0.037181,           0.0051454,              0.7375,             0.19048,               0.232,            0.066814,             0.05045,            0.042217,           0.0045471,            0.004258,            0.004258,            0.004258
                 292,            0.090048,             0.03225,           0.0050271,             0.14714,             0.34315,              0.2351,            0.080018,            0.049066,            0.043005,           0.0046234,           0.0042382,           0.0042382,           0.0042382
                 293,            0.074426,            0.050121,           0.0085508,             0.14714,             0.34315,              0.2351,            0.080018,            0.049066,            0.043005,           0.0046234,           0.0042184,           0.0042184,           0.0042184
                 294,            0.081841,            0.030616,           0.0051561,             0.40218,              0.5119,             0.46116,            0.097534,            0.049423,            0.043074,           0.0045105,           0.0041986,           0.0041986,           0.0041986
                 295,            0.060562,            0.034537,           0.0060344,             0.40218,              0.5119,             0.46116,            0.097534,            0.049423,            0.043074,           0.0045105,           0.0041788,           0.0041788,           0.0041788
                 296,            0.065509,            0.031358,           0.0081855,             0.23147,             0.45833,             0.28799,            0.097344,            0.049002,            0.043607,           0.0046249,            0.004159,            0.004159,            0.004159
                 297,             0.04758,            0.027126,           0.0042761,             0.23147,             0.45833,             0.28799,            0.097344,            0.049002,            0.043607,           0.0046249,           0.0041392,           0.0041392,           0.0041392
                 298,            0.060484,            0.037663,           0.0058087,             0.23365,              0.3631,             0.24567,            0.067378,            0.050202,            0.043696,           0.0047256,           0.0041194,           0.0041194,           0.0041194
                 299,            0.066209,              0.0385,           0.0064358,             0.23365,              0.3631,             0.24567,            0.067378,            0.050202,            0.043696,           0.0047256,           0.0040996,           0.0040996,           0.0040996
                 300,            0.077947,            0.035016,           0.0039047,             0.34299,              0.6131,             0.35971,            0.089247,            0.049923,            0.044321,           0.0048096,           0.0040798,           0.0040798,           0.0040798
                 301,             0.05885,            0.032335,           0.0040238,             0.34299,              0.6131,             0.35971,            0.089247,            0.049923,            0.044321,           0.0048096,             0.00406,             0.00406,             0.00406
                 302,            0.049628,            0.027901,           0.0042519,             0.35383,              0.5119,             0.33938,            0.096101,            0.048635,            0.044334,            0.005191,           0.0040402,           0.0040402,           0.0040402
                 303,            0.068787,             0.02718,           0.0066076,             0.35383,              0.5119,             0.33938,            0.096101,            0.048635,            0.044334,            0.005191,           0.0040204,           0.0040204,           0.0040204
                 304,            0.069818,            0.047415,           0.0073047,             0.48031,             0.56548,             0.50181,             0.17004,            0.048361,            0.043537,           0.0052155,           0.0040006,           0.0040006,           0.0040006
                 305,            0.067296,            0.030891,           0.0064003,             0.48031,             0.56548,             0.50181,             0.17004,            0.048361,            0.043537,           0.0052155,           0.0039808,           0.0039808,           0.0039808
                 306,             0.06985,            0.043117,            0.009265,             0.64913,             0.42262,             0.55388,             0.20819,            0.048761,            0.042523,           0.0050491,            0.003961,            0.003961,            0.003961
                 307,            0.053789,            0.027312,           0.0051393,             0.64913,             0.42262,             0.55388,             0.20819,            0.048761,            0.042523,           0.0050491,           0.0039412,           0.0039412,           0.0039412
                 308,             0.07687,            0.050504,           0.0069796,             0.65004,             0.43245,             0.51791,             0.18627,            0.049293,            0.042079,           0.0049088,           0.0039214,           0.0039214,           0.0039214
                 309,            0.068777,            0.027471,             0.00417,             0.65004,             0.43245,             0.51791,             0.18627,            0.049293,            0.042079,           0.0049088,           0.0039016,           0.0039016,           0.0039016
                 310,            0.061238,            0.028485,           0.0044143,             0.27797,             0.41667,             0.37423,              0.1039,            0.050745,            0.040973,           0.0048309,           0.0038818,           0.0038818,           0.0038818
                 311,            0.065044,            0.045279,           0.0083188,             0.27797,             0.41667,             0.37423,              0.1039,            0.050745,            0.040973,           0.0048309,            0.003862,            0.003862,            0.003862
                 312,            0.064336,            0.023527,           0.0042711,             0.56987,             0.46625,             0.54133,             0.14277,            0.051872,            0.040659,           0.0049744,           0.0038422,           0.0038422,           0.0038422
                 313,            0.064501,            0.031441,           0.0047771,             0.56987,             0.46625,             0.54133,             0.14277,            0.051872,            0.040659,           0.0049744,           0.0038224,           0.0038224,           0.0038224
                 314,            0.056812,            0.025744,            0.006003,             0.95677,               0.375,             0.48878,             0.12496,            0.051369,            0.041552,           0.0050934,           0.0038026,           0.0038026,           0.0038026
                 315,            0.065776,            0.031944,           0.0051901,             0.95677,               0.375,             0.48878,             0.12496,            0.051369,            0.041552,           0.0050934,           0.0037828,           0.0037828,           0.0037828
                 316,            0.063235,            0.063522,           0.0071624,             0.73585,             0.39881,             0.52516,             0.21025,            0.049086,            0.042791,           0.0048416,            0.003763,            0.003763,            0.003763
                 317,            0.084085,            0.042242,           0.0068919,             0.73585,             0.39881,             0.52516,             0.21025,            0.049086,            0.042791,           0.0048416,           0.0037432,           0.0037432,           0.0037432
